crmrte,prbarr,prbconv,prbpris,polpc,density,urban,awage,lawage,crime
0.0427797,0.267091,0.498446,0.451143,0.0015511,1.472125,0,261.1671,5.565160432,1
0.0363496,0.245003,0.552632,0.32381,0.001453,1.479094,0,279.5344,5.633125362,1
0.0345321,0.335916,0.580742,0.369603,0.0015125,1.506969,0,294.1859,5.68421188,1
0.035918,0.270653,0.679335,0.382867,0.0015471,1.522648,0,308.75,5.732531888,1
0.0408816,0.240819,0.633295,0.360294,0.0015243,1.54007,0,324.1094,5.781081113,1
0.0334506,0.302231,0.595078,0.409774,0.0015267,1.566202,0,345.3586,5.844583297,1
0.0186696,0.117886,0.655172,0.210526,0.001442,0.5356416,0,229.243,5.434782576,0
0.0198469,0.141777,1.02667,0.168831,0.0010505,0.5397149,0,241.9248,5.488626934,0
0.0155948,0.0595238,1.88,0.148936,0.0014481,0.5437882,0,258.952,5.556642716,0
0.0150138,0.117647,0.8125,0.461538,0.0015087,0.5498981,0,270.8982,5.601743105,0
0.0132968,0.115152,1.78947,0.323529,0.0015714,0.5498981,0,285.1246,5.652926278,0
0.0185803,0.12035,0.781818,0.209302,0.0017482,0.5417515,0,293.5828,5.682159712,0
0.0171865,0.153846,1.23438,0.556962,0.0018591,0.5478615,0,308.2973,5.731064577,0
0.0306114,0.173853,0.906667,0.476471,0.0012205,0.9018868,0,223.862,5.411029791,0
0.0331686,0.183908,0.708333,0.437908,0.0012567,0.9119497,0,235.0731,5.45989653,1
0.0284245,0.184366,0.813333,0.370492,0.0012437,0.9207547,0,246.9034,5.508997167,0
0.0300807,0.182151,0.660804,0.43346,0.0012666,0.9433962,0,260.2632,5.561693427,0
0.0315835,0.159032,0.682065,0.513944,0.0013649,0.9672956,0,281.2433,5.639220131,0
0.0377065,0.41939,0.246575,0.423611,0.001381,0.9836478,0,295.9964,5.690347292,1
0.0409403,0.149936,0.571429,0.473881,0.0014005,0.9962264,0,313.1894,5.746808119,1
0.0626787,0.255328,0.437396,0.465649,0.0018435,1.436293,0,236.5227,5.466044186,1
0.0579285,0.278614,0.523732,0.521875,0.0017698,1.459459,0,261.0579,5.564742222,1
0.0482863,0.266919,0.476673,0.519149,0.0018039,1.482625,0,274.5607,5.615172366,1
0.0354481,0.3,0.459854,0.486772,0.0018112,1.517375,0,287.7971,5.662255718,1
0.0445928,0.268571,0.493617,0.49569,0.0018347,1.567568,0,300.1734,5.704360308,1
0.0504341,0.294377,0.342193,0.495146,0.001751,1.598456,0,315.0155,5.752621844,1
0.0514152,0.3814,0.384236,0.38141,0.0019561,1.598456,0,330.8846,5.801769674,1
0.0434509,0.231735,0.328407,0.565,0.0015707,1.495025,0,253.638,5.535908054,1
0.0465892,0.225263,0.53271,0.274854,0.0015857,1.495025,0,265.1034,5.580119939,1
0.0489079,0.246113,0.302419,0.475556,0.0016179,1.507463,0,278.2857,5.628648284,1
0.0479757,0.233999,0.341534,0.45339,0.0016084,1.50995,0,289.1774,5.667040341,1
0.0451353,0.295413,0.275776,0.495495,0.0016232,1.504975,0,303.1661,5.71428084,1
0.0450373,0.306499,0.26988,0.375,0.0016465,1.497512,0,314.5101,5.75101619,1
0.0497552,0.212895,0.364353,0.450216,0.0016875,1.502488,0,327.46,5.79136591,1
0.0149547,0.307573,0.497487,0.414141,0.001017,1.439597,0,245.4757,5.503197961,0
0.0174821,0.207843,0.471698,0.413333,0.0010741,1.45302,0,253.597,5.535746393,0
0.018975,0.234803,0.527919,0.375,0.0011082,1.463087,0,261.0256,5.564618487,0
0.0193141,0.221963,0.473684,0.555556,0.0011958,1.493289,0,275.974,5.620306658,0
0.0199467,0.244344,0.518519,0.446429,0.0010831,1.533557,0,290.6086,5.671977345,0
0.0178687,0.34625,0.418773,0.482759,0.0011838,1.553691,0,304.0214,5.717098094,0
0.0230995,0.162769,0.781609,0.411765,0.0010804,1.59396,0,322.4913,5.776076159,0
0.0231378,0.321212,0.418868,0.414414,0.0008694,0.819222,0,240.1947,5.481449844,0
0.0207409,0.244652,0.459016,0.547619,0.0008041,0.8237987,0,256.0783,5.545483257,0
0.0130077,0.352321,0.532934,0.494382,0.0008233,0.8260869,0,265.9276,5.583224091,0
0.012742,0.382979,0.527778,0.515789,0.0008947,0.8306636,0,274.597,5.615304568,0
0.0144764,0.356725,0.568306,0.346154,0.0009594,0.8306636,0,290.8787,5.672906342,0
0.0170996,0.24547,0.66443,0.363636,0.0009296,0.8283753,0,307.2103,5.727532529,0
0.0183048,0.202112,0.522388,0.542857,0.0011872,0.8306636,0,319.9348,5.768117225,0
0.0121416,0.417671,0.201923,0.52381,0.0017067,0.410058,0,207.8053,5.336601584,0
0.009353,0.546392,0.141509,0.266667,0.0014946,0.4216634,0,223.5157,5.409481658,0
0.0118809,0.425703,0.122642,0.307692,0.0017654,0.4313346,0,226.0135,5.420594732,0
0.0111992,0.532,0.225564,0.3,0.0015679,0.4410058,0,227.4552,5.426953296,0
0.0115498,0.501901,0.19697,0.153846,0.001537,0.4468085,0,255.7257,5.544105386,0
0.0111381,0.233463,0.866667,0.346154,0.0015169,0.4468085,0,273.4156,5.610992982,0
0.0142071,0.179878,0.220339,0.461538,0.001516,0.4487427,0,286.838,5.658917596,0
0.0053566,0.3125,2.8,0.357143,0.0087044,0.3813747,0,239.0322,5.476598271,0
0.0036596,1,1.625,0.461538,0.0128088,0.3769401,0,251.321,5.526731007,0
0.0018116,2.75,2.27273,0.24,0.0131341,0.3747228,0,269.8035,5.597693916,0
0.0018815,1,3,0.583333,0.0150517,0.3813747,0,283.3273,5.646602766,0
0.0047949,0.888889,1.625,0.461538,0.0165157,0.3813747,0,306.3046,5.724580032,0
0.0047518,1,2.55556,0.26087,0.0168955,0.3858093,0,325.1184,5.784189424,0
0.0055332,1.09091,1.5,0.5,0.0090543,0.3858093,0,347.7498,5.851483256,0
0.0127531,0.609091,0.651741,0.435115,0.0005024,0.5704989,0,230.0457,5.438277985,0
0.0175385,0.272331,0.928,0.568966,0.0004585,0.5683297,0,240.5656,5.482992817,0
0.0145596,0.319481,0.902439,0.594595,0.0006807,0.5704989,0,251.9951,5.529409643,0
0.0188914,0.261477,1.08397,0.471831,0.0004902,0.5791757,0,253.3253,5.534674434,0
0.0177404,0.307368,0.924658,0.42963,0.0005229,0.5791757,0,274.4417,5.614738852,0
0.0228867,0.24918,0.769737,0.376068,0.0007879,0.5791757,0,286.4882,5.657697349,0
0.0268723,0.370474,0.793233,0.236967,0.0011976,0.5813449,0,302.1525,5.710931857,0
0.0816495,0.172961,0.218018,0.374204,0.0018753,7.814394,1,320.0208,5.768385994,1
0.0890352,0.175904,0.223615,0.365398,0.0018468,7.952652,1,339.2533,5.826747026,1
0.0854819,0.17228,0.271984,0.301683,0.0021472,8.045455,1,362.9031,5.894135856,1
0.0868929,0.164384,0.288297,0.45268,0.0018195,8.210227,1,377.9153,5.934670096,1
0.0874663,0.151541,0.320506,0.505138,0.0018105,8.395833,1,395.5687,5.980324476,1
0.0913066,0.156771,0.351752,0.488779,0.0018644,8.579545,1,413.011,6.023474227,1
0.0989659,0.149094,0.3478,0.486183,0.0022313,8.827652,1,441.6914,6.090611448,1
0.0374067,0.430933,0.276712,0.356436,0.0015457,0.4632653,0,231.7119,5.44549479,1
0.0354991,0.467405,0.265789,0.376238,0.0014846,0.4653061,0,239.3013,5.477723427,1
0.0333204,0.400778,0.355987,0.436364,0.0016855,0.4755102,0,251.8182,5.528707399,1
0.0302041,0.455192,0.259375,0.445783,0.0015897,0.4836735,0,259.5446,5.558928557,0
0.0321128,0.431193,0.24924,0.426829,0.0017677,0.4857143,0,276.1776,5.621044137,1
0.0338801,0.390212,0.498305,0.278912,0.0018374,0.4857143,0,294.5492,5.685446052,1
0.0300184,0.48743,0.226361,0.443038,0.0017609,0.4938776,0,302.8294,5.713169611,0
0.0330362,0.311899,0.649326,0.350148,0.0017074,0.7303852,0,244.2077,5.498019093,1
0.0295613,0.290837,0.518265,0.330396,0.001747,0.7389444,0,256.676,5.547814589,0
0.0264993,0.329912,0.522222,0.391489,0.0018068,0.7546362,0,268.4382,5.59262072,0
0.0240551,0.298289,0.521858,0.460733,0.0019409,0.7717546,0,278.2595,5.628554132,0
0.0230652,0.350532,0.448598,0.421875,0.001889,0.7831669,0,294.6997,5.685956872,0
0.0237337,0.288854,0.747283,0.352727,0.0019188,0.8002853,0,312.9255,5.745965143,0
0.0266287,0.269043,0.438961,0.39645,0.0020097,0.8202568,0,325.124,5.784206648,0
0.0495042,0.582504,0.125842,0.522634,0.0007317,1.257407,0,262.3391,5.569637942,1
0.050565,0.454035,0.173828,0.569288,0.0007473,1.268519,0,276.6984,5.622928104,1
0.0439535,0.437832,0.189066,0.554217,0.0007306,1.283333,0,295.2681,5.687883757,1
0.0448501,0.384416,0.222876,0.569811,0.0007105,1.298148,0,308.0706,5.730328977,1
0.0258142,0.15545,1.68902,0.418773,0.0012234,1.312963,0,321.4063,5.772706055,0
0.0259867,0.205056,1.29224,0.388693,0.0013139,1.318519,0,341.8444,5.834355663,0
0.0291496,0.179616,1.35814,0.335616,0.0015829,1.338889,0,363.3658,5.89541004,0
0.0839218,0.216807,0.386555,0.423913,0.0020641,5.702703,1,272.7034,5.608384758,1
0.0777385,0.236874,0.435095,0.403302,0.0020313,5.816216,1,291.8087,5.676098451,1
0.0634987,0.250626,0.412456,0.522792,0.0021786,5.881081,1,314.8926,5.752231628,1
0.0661003,0.223792,0.336634,0.411765,0.0023617,5.967567,1,315.1984,5.753202282,1
0.070914,0.224474,0.395055,0.452693,0.0024624,6.07027,1,335.2932,5.815005373,1
0.0763696,0.233699,0.387992,0.435631,0.0026114,6.194594,1,356.0322,5.875021176,1
0.0834982,0.236601,0.393413,0.415158,0.0025585,6.286487,1,370.8377,5.915764501,1
0.0218448,0.542373,0.347656,0.449438,0.0012496,0.4126394,0,205.0697,5.323349921,0
0.0202951,0.498824,0.54717,0.362069,0.0008596,0.4126394,0,212.9242,5.360936234,0
0.0155024,0.503049,0.49697,0.585366,0.0008507,0.4126394,0,225.7076,5.419240356,0
0.0137993,0.587629,0.619883,0.311321,0.0008062,0.4144982,0,241.8068,5.48813906,0
0.0144598,0.777778,0.423645,0.476744,0.0009972,0.4163569,0,262.4485,5.570054872,0
0.0155081,0.641844,0.530387,0.427083,0.0007699,0.4182156,0,276.5975,5.622563381,0
0.0189848,0.689024,0.495575,0.401786,0.0012155,0.4126394,0,293.8327,5.683010558,0
0.041821,0.229851,0.350638,0.319481,0.0012256,1.491481,0,213.0177,5.361375261,1
0.0405609,0.234742,0.294545,0.407407,0.0011945,1.503277,0,221.207,5.399098915,1
0.0393081,0.213348,0.370256,0.376731,0.0012042,1.55308,0,234.0214,5.455412564,1
0.0381837,0.224901,0.340156,0.366762,0.0012304,1.57405,0,235.4258,5.46139579,1
0.0517775,0.239668,0.241749,0.334471,0.001546,1.608126,0,251.4355,5.527186495,1
0.0535404,0.244457,0.253049,0.370482,0.0015263,1.63827,0,263.3813,5.573602792,1
0.0551287,0.26696,0.271947,0.334951,0.0015446,1.650066,0,275.2741,5.617767329,1
0.0570824,0.134516,0.409015,0.383673,0.002192,1.9375,0,266.8419,5.586656348,1
0.0540804,0.137099,0.420513,0.361789,0.0017997,1.955,0,296.781,5.692994493,1
0.0516532,0.128946,0.39548,0.347619,0.0022578,1.985,0,297.8424,5.696564488,1
0.0524006,0.109684,0.336226,0.56129,0.0023563,2.015,0,316.4176,5.75706286,1
0.0517818,0.106241,0.441704,0.385787,0.0023066,2.065,0,336.6589,5.819070252,1
0.0554268,0.0906305,0.495169,0.360976,0.0023539,2.1175,0,353.2166,5.867081466,1
0.0628972,0.09277,0.477733,0.385593,0.0023387,2.1575,0,369.9461,5.913357319,1
0.0127292,0.253731,0.735294,0.48,0.00057,0.3049853,0,202.6739,5.311598283,0
0.0204753,0.233945,0.490196,0.28,0.0006575,0.3108504,0,214.4519,5.368085471,0
0.017568,0.111732,2.05,0.390244,0.0005889,0.3108504,0,227.7714,5.428342494,0
0.0106549,0.201835,1.13636,0.44,0.0005865,0.3167155,0,219.1539,5.389774223,0
0.0108666,0.271186,0.59375,0.421053,0.0005525,0.3225806,0,243.8322,5.496480284,0
0.0124818,0.277372,1.21053,0.304348,0.0006378,0.3196481,0,250.7321,5.524385038,0
0.0126662,0.207143,1.06897,0.322581,0.0008143,0.3167155,0,267.522,5.589201806,0
0.0278244,0.628767,0.318083,0.40411,0.001639,1.25,0,231.2445,5.443475592,0
0.027246,0.526971,0.354331,0.488889,0.0015828,1.25,0,242.3426,5.490352427,0
0.0270391,0.524138,0.3,0.394737,0.0016037,1.254386,0,256.9762,5.548983474,0
0.0295938,0.529885,0.277657,0.367188,0.0014287,1.276316,0,268.7237,5.593683714,0
0.0362156,0.408571,0.354312,0.493421,0.0013107,1.289474,0,286.3793,5.657317156,1
0.029023,0.420188,0.365922,0.458015,0.0011582,1.311404,0,295.26,5.687856324,0
0.024347,0.522696,0.289474,0.345455,0.0016745,1.333333,0,314.957,5.752436122,0
0.0287834,0.233025,0.251656,0.421053,0.0010216,0.2582857,0,205.6573,5.326211191,0
0.0267457,0.223317,0.617647,0.333333,0.0009662,0.2628571,0,215.8831,5.374737057,0
0.0907109,0.298077,1.09677,0.470588,0.0109028,0.2662857,0,229.3373,5.435193846,1
0.0847914,0.380952,2.20833,0.509434,0.0309556,0.272,0,231.3145,5.443778256,1
0.0609911,0.208333,12.2,0.270492,0.0355781,0.2788571,0,256.7473,5.548092333,1
0.163835,0.118519,3.375,0.37037,0.0291262,0.288,0,271.6837,5.604638522,1
0.031461,0.238636,0.412698,0.487179,0.0012711,0.3005714,0,287.9427,5.662761502,0
0.0240664,0.581897,0.192593,0.423077,0.0009336,0.3902439,0,207.0011,5.332724107,0
0.0165128,0.490683,0.481013,0.605263,0.0007179,0.3902439,0,209.7329,5.345834816,0
0.0220282,0.474654,0.15534,0.3125,0.0009136,0.394309,0,218.0457,5.384704674,0
0.0230636,0.429204,0.216495,0.619048,0.0009185,0.402439,0,230.3797,5.439728817,0
0.0174132,0.468208,0.37037,0.4,0.0009059,0.4186992,0,244.8559,5.500669874,0
0.0211692,0.247706,0.518519,0.678571,0.000874,0.4268293,0,241.6674,5.487562401,0
0.0265806,0.317857,0.314607,0.25,0.0008544,0.4349594,0,261.2416,5.56544565,0
0.028504,0.210651,0.578652,0.349515,0.0012481,0.7361809,0,241.8666,5.488386334,0
0.0373545,0.333929,0.395722,0.506757,0.0013007,0.7462311,0,256.4614,5.546978166,1
0.0275623,0.389222,0.510769,0.319277,0.0013203,0.7487437,0,264.7235,5.578685885,0
0.0232703,0.411017,0.350515,0.519608,0.0013147,0.7562814,0,277.7108,5.626580284,0
0.0271005,0.381885,0.423077,0.484848,0.00136,0.7613065,0,297.0062,5.693753014,0
0.0257495,0.370988,0.301038,0.563218,0.0013552,0.7688442,0,310.8021,5.739156375,0
0.0299856,0.354733,0.340491,0.594595,0.0013704,0.7788945,0,323.3142,5.778624606,0
0.0515935,0.186197,0.397229,0.453488,0.0016307,1.39726,0,264.6823,5.578530239,1
0.0585298,0.212658,0.406554,0.379085,0.0017198,1.415525,0,345.9542,5.846306396,1
0.05091,0.206387,0.48702,0.415778,0.0019203,1.432268,0,292.4764,5.67838398,1
0.0508713,0.200426,0.474522,0.469799,0.0020781,1.444444,0,312.0214,5.743071775,1
0.0525701,0.191107,0.423693,0.508816,0.0021873,1.459665,0,330.9298,5.801906268,1
0.0490622,0.228821,0.448372,0.539419,0.0022453,1.482496,0,343.6935,5.839750272,1
0.0551686,0.221542,0.426778,0.443137,0.0021887,1.515982,0,362.3961,5.892737813,1
0.0209532,0.0588235,14.3333,0.534884,0.0073952,0.5714286,0,219.402,5.390905664,0
0.0185088,0.178862,0.681818,0.6,0.0016553,0.592437,0,232.4212,5.448551243,0
0.0160101,0.32093,0.826087,0.245614,0.0016382,0.592437,0,239.7686,5.479674292,0
0.0137135,0.184211,1.14286,0.5,0.0011548,0.605042,0,258.913,5.556492098,0
0.0136124,0.248555,0.651163,0.392857,0.0015737,0.605042,0,270.634,5.600767355,0
0.0117459,0.242604,1.65854,0.176471,0.0013205,0.6092437,0,282.9172,5.645154275,0
0.0164987,0.271967,1.01538,0.227273,0.0015187,0.6092437,0,307.5583,5.728664663,0
0.0241835,0.260579,0.495726,0.403448,0.000991,1.173638,0,243.8717,5.496642267,0
0.0248051,0.261915,0.35082,0.331776,0.0008414,1.186312,0,254.8018,5.540485988,0
0.0208599,0.250632,0.491935,0.479508,0.0010962,1.200253,0,266.098,5.583864662,0
0.0215881,0.237518,0.387755,0.421053,0.001172,1.219265,0,277.0537,5.62421135,0
0.0255308,0.250408,0.491028,0.481728,0.0012724,1.234474,0,298.0369,5.697217304,0
0.0279068,0.224068,0.406919,0.396761,0.0012671,1.254753,0,313.6887,5.748401093,0
0.0264557,0.299198,0.360153,0.340426,0.0013243,1.273764,0,326.3187,5.787874511,0
0.0372807,0.276843,0.561845,0.436567,0.0012766,0.9538784,0,232.8063,5.450206777,1
0.031383,0.410361,0.498339,0.443333,0.0012622,0.9433962,0,224.4958,5.413856999,0
0.0315881,0.350536,0.437859,0.471616,0.0012703,0.9475891,0,254.8885,5.540826195,1
0.0301159,0.336462,0.656652,0.496732,0.0014134,0.9538784,0,265.3867,5.581188008,0
0.0282947,0.319907,0.670702,0.436823,0.0013588,0.9685535,0,282.264,5.642842803,0
0.0266522,0.329268,0.730864,0.435811,0.0014084,0.9685535,0,288.7159,5.66544316,0
0.0317563,0.345368,0.52071,0.458333,0.0013845,0.9622641,0,297.2919,5.694714484,1
0.0441616,0.275405,0.55102,0.414815,0.0012708,1.083246,0,240.2468,5.481666728,1
0.0358587,0.304955,0.645422,0.458971,0.0013154,1.092729,0,252.5754,5.531709818,1
0.0283191,0.349571,0.696762,0.426761,0.0013892,1.102213,0,265.6067,5.582016643,0
0.0284567,0.390252,0.562445,0.430124,0.0014839,1.111696,0,279.2758,5.632199824,0
0.0311808,0.413175,0.548126,0.403485,0.0014767,1.118019,0,290.2493,5.670740209,0
0.0316701,0.444378,0.528112,0.352345,0.0014507,1.118019,0,305.5447,5.722096085,1
0.0312279,0.4082,0.559823,0.386544,0.0014592,1.12961,0,318.6615,5.764129411,0
0.0360251,0.26057,0.389937,0.506452,0.0018656,1.481547,0,249.7753,5.520561714,1
0.031602,0.352789,0.420942,0.527363,0.0018212,1.485062,0,286.2148,5.656742578,1
0.0314258,0.282721,0.544863,0.513126,0.0018139,1.492091,0,254.5928,5.539665406,0
0.0266499,0.315401,0.537827,0.478261,0.0018961,1.497364,0,283.4172,5.646920017,0
0.0274601,0.307824,0.670833,0.501035,0.0019489,1.502636,0,296.9984,5.693726752,0
0.0256915,0.296077,0.613251,0.459799,0.0019573,1.502636,0,313.3529,5.747330031,0
0.0305908,0.278287,0.443681,0.377709,0.0019178,1.509666,0,336.1444,5.81754083,0
0.035173,0.280326,0.359526,0.547904,0.0016769,1.932563,0,257.1875,5.549805391,1
0.0292244,0.34219,0.374607,0.537815,0.0016685,1.94605,0,270.6603,5.600864529,0
0.0287771,0.263082,0.429355,0.527157,0.001672,1.953757,0,292.4375,5.678250969,0
0.0287943,0.251169,0.362464,0.561265,0.0015128,1.957611,0,312.0673,5.74321887,0
0.031777,0.230261,0.548644,0.465116,0.0018555,1.996146,0,323.5067,5.779219825,1
0.0308711,0.233853,0.560317,0.498584,0.0017418,2.013488,0,338.4381,5.82434121,0
0.036233,0.24359,0.49294,0.476563,0.0015862,2.019268,0,358.755,5.882639704,1
0.0222742,0.350703,0.400943,0.482353,0.0013818,0.9630282,0,238.7312,5.475338233,0
0.0207294,0.301406,0.419825,0.631944,0.0013479,0.9806338,0,250.2408,5.522423654,0
0.0196418,0.298039,0.536184,0.607362,0.001348,0.9788733,0,261.0762,5.564812319,0
0.0171226,0.391257,0.592179,0.433962,0.0013661,0.9947183,0,480.7033,6.17525024,0
0.0198354,0.331541,0.57027,0.454976,0.0012619,1.003521,0,279.4413,5.632792253,0
0.0218999,0.287089,0.530726,0.421053,0.0011767,1.001761,0,286.7882,5.658743964,0
0.020007,0.482425,0.508197,0.451613,0.0012482,1.005282,0,308.4298,5.731494265,0
0.0248116,0.23431,0.767857,0.44186,0.0013496,0.5269271,0,224.8836,5.415582935,0
0.0224186,0.244691,0.769811,0.441176,0.0012834,0.5279831,0,236.0878,5.46420377,0
0.0215107,0.322857,1.13569,0.218182,0.0013111,0.5279831,0,243.6645,5.495792279,0
0.0191925,0.327568,0.435644,0.462121,0.0013487,0.532207,0,260.3828,5.562152856,0
0.0203012,0.311828,0.53605,0.391813,0.0012899,0.532207,0,275.5174,5.618650784,0
0.0172874,0.326365,0.501779,0.397163,0.0013051,0.531151,0,298.6802,5.699373436,0
0.0215728,0.310987,0.401198,0.455224,0.0013659,0.5353749,0,298.7729,5.699683753,0
0.0477432,0.359558,0.410488,0.365639,0.0017694,1.025078,0,247.8544,5.512841477,1
0.0425763,0.394625,0.47491,0.464151,0.0017163,1.037618,0,261.4484,5.566236941,1
0.0421413,0.403307,0.54902,0.415584,0.0016057,1.043887,0,279.9327,5.634549217,1
0.0408157,0.303611,0.57767,0.52521,0.0017144,1.056426,0,291.4273,5.674790575,1
0.0440056,0.338144,0.428862,0.440758,0.0016937,1.053292,0,307.6624,5.729003078,1
0.0391644,0.406056,0.466539,0.504098,0.0015508,1.056426,0,317.5211,5.760544273,1
0.0508341,0.340679,0.468531,0.432836,0.0015138,1.07837,0,336.5447,5.818730978,1
0.0294232,0.403047,0.293814,0.438596,0.0015282,1.227273,0,245.1647,5.50193023,0
0.0260284,0.395511,0.358121,0.377049,0.0014505,1.229798,0,261.8077,5.567610265,0
0.0183428,0.38913,0.421788,0.377483,0.0014953,1.237374,0,271.184,5.602797557,0
0.0181909,0.46086,0.334928,0.378571,0.0015243,1.260101,0,284.5391,5.650870678,0
0.021896,0.420569,0.347162,0.427673,0.0015482,1.267677,0,299.3717,5.701685945,0
0.0213432,0.413632,0.340858,0.417219,0.001654,1.270202,0,312.6041,5.744937534,0
0.0238285,0.36227,0.322581,0.371429,0.0015514,1.275253,0,328.0341,5.793117566,0
0.0145053,0.295688,1.29167,0.241935,0.0008042,0.7455752,0,239.2298,5.477424596,0
0.0165503,0.224199,0.666667,0.5,0.0007657,0.7588496,0,233.0564,5.451280484,0
0.0125903,0.238426,1,0.514563,0.0009035,0.761062,0,264.0608,5.57617938,0
0.010994,0.361039,0.546763,0.421053,0.000771,0.7721239,0,283.9743,5.648883741,0
0.0092151,0.377709,0.819672,0.42,0.0007703,0.7831858,0,312.7397,5.745371215,0
0.0118263,0.215311,1.04444,0.478723,0.0010185,0.7876106,0,325.842,5.786412601,0
0.0121033,0.343387,0.722973,0.448598,0.0010952,0.800885,0,336.8036,5.819499971,0
0.0189838,0.153444,1.10795,0.517949,0.0013737,1.109462,0,242.582,5.491339798,0
0.0209131,0.151017,1.04145,0.452736,0.0013909,1.109462,0,255.9333,5.544916864,0
0.023208,0.143754,1.28641,0.513208,0.0013766,1.111317,0,267.9729,5.590885856,0
0.0213532,0.128736,1.22619,0.533981,0.0014235,1.124304,0,281.0318,5.63846783,0
0.0235205,0.109944,1.47134,0.536797,0.0014,1.12987,0,297.8448,5.696572545,0
0.0209747,0.166014,1.07075,0.563877,0.0013797,1.141002,0,279.9218,5.634510278,0
0.0243954,0.175649,0.909091,0.458333,0.0015744,1.152134,0,335.8713,5.816728051,0
0.0134337,0.151515,2,0.35,0.0054956,0.1977186,0,202.9713,5.31306459,0
0.0122786,0.163934,2.3,0.478261,0.0056361,0.1996198,0,455.6255,6.1216712,0
0.0163379,0.54878,0.222222,0.2,0.0055788,0.2015209,0,226.5609,5.423013783,0
0.010373,0.403846,0.571429,0.25,0.0051865,0.2034221,0,217.3105,5.381327206,0
0.0047703,0.289474,0.636364,0.571429,0.0035149,0.2034221,0,228.4674,5.431393531,0
0.0090203,0.25,1.27778,0.26087,0.0027562,0.2034221,0,254.8339,5.54061196,0
0.0139937,0.530435,0.327869,0.15,0.0031638,0.2034221,0,259.8283,5.560021028,0
0.0175623,0.306954,0.390625,0.44,0.0015162,0.6322751,0,239.7552,5.479618403,0
0.0164474,0.372152,0.44898,0.424242,0.0015406,0.6402116,0,260.4885,5.562558714,0
0.0170197,0.326877,0.377778,0.431373,0.001566,0.6481482,0,273.0795,5.609762962,0
0.0242597,0.161765,1.13636,0.52,0.0066001,0.6587301,0,284.5952,5.65106782,0
0.0189785,0.308668,0.363014,0.415094,0.0016049,0.6772487,0,307.6383,5.728924742,0
0.0171221,0.267123,0.683761,0.35,0.0016809,0.6851852,0,319.8353,5.767806176,0
0.0164932,0.350348,0.410596,0.387097,0.0016455,0.6878307,0,336.7558,5.819358039,0
0.028366,0.444444,0.352113,0.416667,0.0014945,1.13302,0,253.1503,5.533983383,0
0.0258779,0.354248,0.534483,0.404692,0.0014512,1.15493,0,267.7429,5.590027192,0
0.0246299,0.253464,0.498861,0.410959,0.0015358,1.173709,0,276.9214,5.623733711,0
0.0256946,0.304604,0.456942,0.446154,0.0015131,1.198748,0,293.2491,5.681022418,0
0.0277412,0.354207,0.383978,0.352518,0.0014929,1.223787,0,309.9094,5.736279997,0
0.0314961,0.333754,0.361917,0.400697,0.0015509,1.248826,0,327.8176,5.792457356,0
0.031872,0.377543,0.328664,0.42623,0.0014782,1.28169,0,344.6954,5.842661128,1
0.0563677,0.220038,0.3878,0.5,0.0015673,1.485944,0,231.0383,5.442583498,1
0.0617686,0.178201,0.371359,0.509804,0.0014961,1.497992,0,245.6452,5.503888218,1
0.0605235,0.169506,0.474227,0.494565,0.0016658,1.51004,0,256.924,5.548780321,1
0.0534929,0.222712,0.446154,0.448276,0.0016234,1.518072,0,268.1978,5.591724768,1
0.0470632,0.206877,0.482289,0.446328,0.0016183,1.538153,0,279.9646,5.634663167,1
0.0626827,0.177352,0.481221,0.434146,0.0015919,1.554217,0,292.1144,5.677145506,1
0.0729479,0.18259,0.343023,0.548023,0.0017295,1.570281,0,308.4494,5.73155781,1
0.0601894,0.178908,0.295956,0.434783,0.0018376,3.617096,1,295.7567,5.689537157,1
0.0583432,0.199297,0.279832,0.434434,0.0018891,3.689696,1,315.33,5.75361971,1
0.0512834,0.195475,0.318971,0.469758,0.0019372,3.80445,1,338.7421,5.825239051,1
0.0472032,0.206969,0.330038,0.429952,0.0020187,3.961358,1,361.5595,5.89042662,1
0.0480699,0.188473,0.383159,0.360307,0.0020255,4.147541,1,386.9839,5.95838309,1
0.0530244,0.206792,0.340046,0.360668,0.0020384,4.285714,1,408.9703,6.013642537,1
0.0568423,0.204216,0.381908,0.367347,0.0021275,4.388759,1,425.8236,6.054025176,1
0.0107527,0.7,6.28571,0.340909,0.011828,0.3793911,0,203.1075,5.313735396,0
0.0148936,1.07143,3.06667,0.347826,0.012766,0.3770492,0,215.0134,5.370700352,0
0.0105374,1.2,3.33333,0.475,0.0126449,0.3793911,0,229.332,5.435170735,0
0.0151844,1.21429,4.11765,0.271429,0.0119306,0.3840749,0,238.0383,5.472431585,0
0.0078125,0.25,37,0.459459,0.0136719,0.3840749,0,251.0033,5.525466086,0
0.0045815,0.295775,2.28571,0.458333,0.0009034,0.3864169,0,261.2515,5.565483545,0
0.0108703,0.195266,2.12121,0.442857,0.0012221,0.3887588,0,495.9648,6.206504956,0
0.0338507,0.26556,0.539063,0.333333,0.0011939,0.4427711,0,223.0885,5.407568554,1
0.0312457,0.264444,1,0.294118,0.001111,0.439759,0,230.7418,5.441299336,0
0.0221291,0.273292,1.04545,0.326087,0.0010996,0.439759,0,239.127,5.476994792,0
0.024611,0.270115,0.521277,0.591837,0.0011315,0.436747,0,250.5425,5.523628567,0
